,name,areal,regions,pochvs,pharmacop,redbook,req,sowing,collect,him_sostav,med_list
159,Ферула Вонючая,"Ферула вонючая растет в КараКумском, КызылКумском, АмуДарьинским, СырДарьинским, ПамироАлайском  и ТяньШанском  ботаникогеографических районах Средней Азии.   ",,,True,False,,,,"Затвердевший млечный сок корней (камедесмола «ассафетида») является комплексом разли чных групп биологически активных веществ, основными  из которых  считаются  камедь  (12,048,0 %), смола  (9,3565,15 %) и эфирное  масло  (5,820 %)","Ферула  издавна  используется  в качестве  эффективнейшего  противоядия,  а так543  же при тяжелых  и особо  опасных  инфекциях.   В странах Азии ферула остается в списке высокоэффективных средств при туберкулезе, воспалении легких и бронхитах, заболеваниях пищеварительного тракта, нервной системы, при вирусных гепатитах А , В, С"
160,Фиалка Трёхцветная,"Фиалка  трехцветная  – европейский  вид, на большей части территории Сибири встречается как заносное  растение.   Широко  распространена  по всей  европейской  части  России","Алтай, Волгоградская область, Кемеровская область, Красноярский край, Оренбургская область, Самарская область, Саратовская область, Северная Осетия-Алания, Томская область, Челябинская область",луговые,True,False,30 т.,апрель,август,"В надземной части (траве) содержатся флавоноиды (кверцетин и его гликозиды, рутин (виолакверцетин), кверцетин7рамнозид, кверцетин3,7глюкозид и гликозид кемпферола – астра галин, Сгликозиды лютеолина: ориентин (8СβDглюкопиранозид  лютеолина),  апигенина:   витексин  (8СβDглюкопиранозид  апигенина)  и виолантин  (6Сβглюкопиранозид8СɑLрамнопиранозид апигенина); фенолкарбоновые кислоты (хлорогеновая, неохлорогеновая, кофейная, nкумаровая, цикориевая, гентизиновая,  протокатеховая, салициловая и ее производные); дубильные вещества; кумарины (кумарин, скоп олетин, умбеллиферон); эфирное масло (основной компонент которого – метиловый эфир салициловой кислоты); полисахариды; пектиновые вещества; витамин С; аминокислоты (аспарагиновая и глутаминовая кислоты, аргинин, валин, глицин, гистидин, серин, тирозин,  лизин); макрои микроэлементы (K , Mg, Ca, Si, Na, S , Ca, S , P, Cl, Al, Ba, Br, Mn, Ni, Rb, Ti, Zn)","В медицине  используют все растение, хотя сырье называется «травой» фиалки трехцветной (Нerba  Violae tricoloris).  Препараты фиалки трехцветной  используют  в виде  настоев,  а также  в смеси с другими лекарственными растениями аналогичного терапевтического  действия"
161,Хвощ Полевой,"В России хвощ полевой встречается от западной до восточной границы.  Это самый распространенный вид хвоща, произрастающий почти всюду, кроме полупустынь, а также Крайнего Севера","Волгоградская область, Северная Осетия-Алания","тундровые, луговые, аллювиальные",True,False,5 т.,,,"В надземной части (траве) содержатся монои сесквитерпеноиды (1,8цинеол, линалоол, камфора, ментон, борнилацетат, αкопаен,  βбурбонен, трансαфарнезен, βкариофиллен, цисгеранилацетон, оксид кариофиллена, гексагидрофарнезилацетон, трансфарнезилац етон; дитерпеноиды: трансфитол; алициклические соединения: 3гидроксиαйонон, 3оксо7,8дигидроαйонон, 3оксоαйонол, трансβйонон,  Рйонол,  4гидроксиβйонол,  3гидрокси7,8дигидроβйонол, 3гидрокси7,8эпоксиβйонол,  4гидрокси7,8диги дроβйонол, 4оксоβйонон,  (E,Z)псевдойонон,  (Е,E)псевдойонон, трансβдамасценон,  ()лолиолид);  тритерпеноиды  (циклоартенол, циклолауценол); стероиды (холестерин,  24метилхолест5енол,  24этилхолест5енол,  24этилхолеста5,22диенол, βситостер ин, стигмастерин, кампестерин, 24метиленхолестерин, изофукостерин, клионастерин,  долихостерон,  кастастерон,  норкастастерон, 22дегидробрассикастерин, норбрассинолид, холестерин, дестетилстерин);  каротиноиды  (αкаротин,  βкаротин, γкаротин, эпокси д лютеина, зеаксантин, лютеин, ликофилл, адониксантин, βкриптоксантин, родоксантин, виолаксантин,  мутатоксантин,  ликофилл,  неоксантин); производные бензола (бензальдегид, бензойная кислота, бензиловый спирт, изованилин, 4винилгваякол, фенилэтаналь, 2фенилэтанол, онитин, 9Оглюкозид онитина); фенольные гликозиды (кониферин, 3метокси11,12дигидроксифенилгексан9он4OβDглюкопиранозид (эквизетумозид А), 3метокси4,11дигидроксифенилгексан9он12OβDглюкопиранозид (эквизетумозид В), экв изетумозид С); фенолкарбоновые кислоты и их производные (галловая, nгидроксибензойная, ванилиновая, протокатеховая, nкумаровая, феруловая, кофейная, хлорогеновая, гомованилиновая, 5Окофеоилшикимовая, дикофеоилмезовинная, монокофеоилмезовинная, цикориевая, 2метил1(1,1диметилэтил)2метил1,3пропандииловый эфир, метиловый эфир протокатеховой, метилnгидр оксициннамат, метиловый эфир кофейной); фенилпропаноиды (анетол, тимол); флавоноиды (кемпферол, изокверцитрин, кверцимеритрин, кемпферол3Орамнозилглюкозид, кемпферол7Оглюкозид, кемпферол3Обиглюкозидо7Оглюкозид кемпферола, апигенин, сапонаретин, госсипитрин, артикулатин, изоартикулатин, лютеолин, нарингенин, дигидрокемпферол, кверцетин, дигидрокверцетин, изокверцитрин, астрагалин, кверцетин3Оглюкозид, кверцетин3,7Одиглюкозид, кверцетин3Ософорозид, кверцетин3OβDглюкопиранозид,  кверцетин3О(611Омалонил)βDглюкопиранозид, кверцетин3О(611Омалонил)глюкозид, лютеолин5Оглюкозид, лютеолин5OβDглюкопиранозид, лютеолин5О(611Омалонил)βDглюкопиранозид,    лютеолин5О(611Омалонил)глюкозид, генкв анин41Оглюкозид, генкванин5Оглюкозид, генкванин5OβDглюкопиранозид, генкванин5О(611Омалонил)βDглюкопиранозид, генкванин41ОβDглюкопиранозид, генкванин5О(611Омалонил) глюкозид, протогенкванин41Оглюкозид, протогенкванин41OβDглюкопиранозид, апигенин41Оглюкозид, апигенин5Оглюкозид, апигенин5OβDглюкопиранозид,  апигенин5О(6»Омалонил)βDглюкопиранозид, апигенин6СβDглюкопиранозид, апигенин5О(6»Омалонил)глюкозид, протоапигенин4Оглюкозид,  кемпферол3Оглюкозид, кемпферол3,7Одиглюкозид, кемпферол3Ософорозид, кемпферол3Орутинозидо7Оглюкозид, кемпферол3О(6»Омалонил)глюкозид, кемпферол3OβDсофорозидо7OβDглюкопиранозид, кемпферол3О(6»Омалонил)глюкозид, кемп ферол3О(611Омалонил)глюкозид7Оглюкозид, госсипетин7Оглюкозид, 5,7,4,тригидрокси6хлорфлавон); гетероциклические кислородсодержащие соединения (дигидроактинидиолид, эквизетумпирон) ; азотсодержащие соединения (уридин, 5карбокси21дезокси уридин, инозин, 21дезоксиинозин, 21дезоксицитидин, тимидин, диацилглицерилтриметилгомосерин); фосфолипиды  (фосфатидилхолин,  фосфатидилэтаноламин, фосфатидилглицерин); алифатические углеводороды, альдегиды и кетоны (генэйкозан, трикозан, нонаналь, 15октадеценаль,  2,3октандион);  жирные  кислоты  и их производные (пальмитиновая, метилпальмитат, метиллинолеат);  органические  кислоты  (аконитовая,  фумаровая, глюконовая, глицериновая, яблочная, малоновая, хинная, гексановая, (3Z)гексеновая, (2Е)гексеновая); углеводы  (галактоза,  манноза,  арабиноза,  глюкоза,  ксилоза); витамин С","В виде  жидкого  экстракта или настоя траву хвоща назначают в качестве мочегонного средства при застойных явлениях сердечного происхождения (порок и сердца, сердечная недостаточность), а также при отеках, связанных с легочносердечной недостаточностью; при плевритах с большим количеством  экссудата,  некоторых  формах  туберкулеза легких, связанных с нарушением обмена кремния.  При заболеваниях мочевы водящих путей (пиелиты, циститы, уретриты) полевой хвощ часто назначают одновременно с другими растениями, обладающими мочегонными и противовоспалительными свойствами"
162,Хмель Обыкновенный,"Хмель обыкновенный имеет западнопалеарктический тип ареала.  Он встречается почти по всей европейской части России, исключая самые северные  и юговосточные опустыненные районы","Иркутская область, Красноярский край, Приморский край, Северная Осетия-Алания","дерновые, лесные, черноземы",True,False,30 т.,сентябрь,сентябрь,"В соплодиях и листьях содержится эфирное масло, в составе которого идентифицированы ɑкубебен, кариофиллен, ɑкариофиллен, ɑгумулен; горькие гли козиды; органические кислоты (щавелевая, лимонная, винная, аскорбиновая, янтарная); флавоноиды (кверцетин, рутин, мирицетин, кемпферол,  гиперозид,  лютеолин7гликозид,  дигидрокверцетин, лютеолин, пренилированные флавоноиды ксантогумол и изоксантогумо л); кумарины; дубильные вещества (таннин, эпигаллокатехингаллат, эпикатехин); фенолкарбоновые кислоты (галловая, хлорогеновая, цикориевая,  кофейная,  неохлорогеновая,  феруловая,  коричная); пектиновые вещества; алкалоиды; витамины (В, РР, С, Н, Е); аминоки слоты","Соплодия хмеля разрешены к использованию в качестве анальгезирующего, противоязвенного,  седативного  и снотворного  средства.  Экстракт  соплодий  хмеля  входит  в состав  таких  комбинированных препаратов, как НовоПассит и Санасон Лек, проявляющих  седативное  и анксиолитическое  действие; седативного средства Седофлор и Седативного сбора №2, фитопрепарата Уролесан с диуретическим, желчегонным, литолитическим и спазмолитическим действием"
163,Цикорий Обыкновенный,"Общее распространение: почти вся территория  Европы,  Северная  Африка,  Передняя  Азия,  Иран.  Как заносное растение – в Южной Африке, в  Северной и Южной  Америке,  Австралии  и в западных  провинциях Китая",Северная Осетия-Алания,"лесные, пустынные, высокопоясные",False,False,30 т.,август,сентябрь,"В подземной части (корнях) содержатся углеводы (инулин, левулез а, левулин, фруктоза, сахароза, интибин, левулин, фруктозаны, глюкофруктозаны); органические кислоты; эфирное масло; монои сесквитерпеноиды (лактуцин, лактукопикрин,  8дезоксилактуцин,  лактупикрин,  кренидиозид В, сонхузид А , сонхузид С , цикориолид А , цикориозид В , цикориозид С , 11(S),13дигидролактукопикрин, 11(S),13дигидролактуцин, 11(S),13дигидро8дезоксилактуцинлактукопикрин, 3,4βдигидро15дегидролактукопикрин (иксеризозид D), магнолиалид); тритерпеноиды (αамирин, тараксерон и др","Препараты цикория используют для возбуждения аппетита, улучшения деятельности  органов  пищеварения,  как желчегонное и слабительное  средство.   Их назначают  при гиперацидных гастритах, энтеритах, колитах, хронических запорах, рекомендуют при циррозе пече ни, застое системы портального  кровообращения"
164,"Чага (Берёзовый Гриб, Трутовик Скошенный)","Чага широко распространена по всей территории умеренной зоны северного полушария, в зоне березовых лесов, не доходя, до южной границы ареала березы.  Чага распространена в европейской части России, Урале, Западной Сибири, на Дальнем Востоке, Северном Ка вказе",Северная Осетия-Алания,"лесные, черноземы, красные, высокопоясные",True,False,500 т.,,,"В плодовом  теле содержатся органические кислоты (агарициновая, щавелевая, уксусная,  муравьиная,  ванилиновая,  сиреневая,  масляная, nоксибензойная, протокатеховая, ионотовая, обликвиновая);  жирные кислоты (пальмитиновая , стеариновая, каприновая, лауриновая, миристиновая); фенолкарбоновые кислоты и их производные (3,4дигидроксибензалацетон, 4гидрокси3,5диметоксибензойной кислоты, 2гидрокси1гидроксиметилэтиловый эфир, протокатеховая  кислота,  3,4дигидроксибенз альдегид,  кофейная кислота, сиреневая кислота, 2,5дигидрокситерефталевая кислота); аминокислоты (аргинин, лизин, гистидин,  тирозин,  треонин,  аланин,  лейцин,  метионин, триптофан, глутаминовая и аспарагиновая кислоты, глицин, серин, цистин, пролин); терп еноиды (αсантален, эпихлоргидрин, βсантален, фотосанталол); тритерпеноидные и стероидные соединения (20R,24Rциклопенталаноста8ен3β,21R,25триол, 20R,24Sциклопенталаноста7,9(11)диен3β,21R,25триол, 20R,24Sциклопенталаноста8ен3β,21R,25триол, 21,22циклоланоста8ен3,21диол ацетат, 21,24циклопента1α,3β,21α,25,28пентагидрокси5αланоста7,9(11)диен, 21,24циклопента3,11,15,21,25пентагидроксиланоста8ен7он, 21,24циклопента3,11,2 1,25тетрагидроксиланоста8ен7он, 21,24циклопенталаноста3,21,25триол8ен, 21,24циклопенталаноста3β,21,25триол8ен,   22,25эпоксиланост8ен3,24диол, 24метил3βгидроксиланоста8,24диен21,23лактон,  24метиленхолестерол (халинасте рол),  25метокси21,22циклоланоста8ен3,21диол,  25метокси21,22циклоланоста8ен3β,21αдиол, 3,22дигидроксиланоста8,23диен25пероксид, 3,25дигидроксиланоста8ен20,24олид, 3,7дигидрокси7(8→9)абеоланост24ен8он, 3β,11βдигидро ксиланоста8,24диен,   3β,21дигидроксиланоста8,24диен, 3β,22,24тригидроксиланоста8,25диен, 3β,22,25тригидроксиланоста8ен, 3β,22R,25тригидроксиланоста7,9(11),23Eтриен, 3β,22R,25тригидроксиланоста8,23Eдиен, 3β,22Rдигидроксиланоста8,24диен11он, 3β,22α,25тригидроксиланоста8,24диен,  3β,22αдигидроксиланоста8,23Едиен25пероксид, 3β,22αдигидроксиланоста8,24диен25пероксид,  3β,22β,25тригидроксиланоста8,23диен,  3β,22дигидроксиланоста7,9(11),24триен, 3β,22дигидрокс иланоста8,24диен7он, 3β,22дигидроксиланоста8,25диен24он, 3βгидрокси25,26,27тринорланоста8,22Eдиен24аль, 3βгидрокси25,26,27тринорланоста8,22Eдиен24овая кислота, 3βгидроксиланоста8,24диен, 3βгидроксиланоста8,24диен21,23лактон, 3βгидроксиланоста8,24диен21аль, 3βгидроксиэргоста7,22диен,  3βгидроксиэргоста7ен (фунгистерол Д2), 3гидрокси5холен24овая кислота,  3гидроксиланоста8,24диен21,23лактон, 4холестен7ол, 5холестан3ол, бетулин,  инонотовая  кислота,  инотодиол,  ланоста8,24диен3,11диол, ланоста8ен3,22,24триол, ланостерол, лупенон, лупеол, обликвиновая кислота, ситостанол, βситостерол, стигмастерол, траметеноловая кислота, холеста5,24диен3ол, холестерол, холинастерол, эргостерол); изопреноидные у глеводороды (пристан, фитан); полициклические углеводороды (холестан, эргостан, кампестан, стигмастан, ситостан, гопан, олеанан,  эйкозан,  докозан,  тетракозан,  пентакозан); спирты (додеканол, тридеканол, пентадеканол, нонадеканол); кумарины (пеуцедани н); полисахариды","Чагу применяют, в основном, как симптоматическое средство при язвенной болезни, гастритах, злокачественных опухолях, особенно  в случаях,  когда  не показаны  лучевая  терапия и хирургическое вмешательство.  Препарат Бефунгин используют при хронических гастр итах и дискинезиях желудочнокишечного  тракта  с преобладанием  атонии"
165,Чемерица Лобеля,"Чемерица Лобеля – евроазиатский вид.  Широко распространена в лесной и лесостепной зонах европейской части России (кроме северозападных районов) и в Западной Сибири; встречается также в южных  районах  Восточной  Сибири,  горах  Северного  563  Кавказа","Амурская область, Бурятия, Волгоградская область, Вологодская область, Дагестан, Забайкальский край, Иркутская область, Калининградская область, Красноярский край, Курганская область, Оренбургская область, Саратовская область, Северная Осетия-Алания, Смоленская область, Ставропольский край, Томская область","болотные, лесные, черноземы, красные, высокопоясные",True,False,284 т.,август,сентябрь,"Все части растения содержат алкалоиды  (вералозинин,  вералозин,  тейнмин, 15О(2метилбутирол) гермин, протовератрин, изовералозинин, изовералозин, верабензоамин, неогерметрин, вератроилзигаденин, диметилгомоликорин, галантазин, изолаурелин Nоксид, глауцин)","Широкому применению внутрь  алкалоидов  чемерицы  в медицинской  практике препятствует их высокая токсичность.  Чемерицу ранее использовали как болеутоляющее средство при невралгии, артритах, ревматизме и при лечении гипертонической болезни"
166,Череда Трёхраздельная,"Череда трехраздельная имеет голарктический  тип ареала.   Растет  почти  по всей  европейской  ча566  сти России (кроме Крайнего Севера), в Сибири, на юге Дальнего Востока","Архангельская область, Красноярский край, Северная Осетия-Алания","болотные, черноземы, красные",True,False,300 т.,апрель,октябрь,"В надземной  части  (тра567  ве) содержатся  монои сесквитерпеноиды  (1фенил1,3,5гептатриин, 2пентилфуран, (E)βоцимен, (Z)βоцимен,  (Е)неролидол,  arкуркумен,  nцимен,  nцимен8ол, αгумулен, αпинен, αселинен, αтерпинен, αтерпинеол, αтуйен, αфелландрен, βбисаболен, βкариофиллен, βоцимен, βпинен, βселинен, βфелландрен, βэлемен, γтерпинен, δкадинен, акоренон, аллооцимен, валенцен, гексаналь, гексагидрофарнезилацетон, гермакрен D , гумуленол II, изокариофиллен, интермедиол,  камфен,  камфоленаль,  карвон,  кариофилладиенол, кловенол, лимонен, линало ол, мирцен, мууролол, оксид бисаболола, оксид кариофиллена, оксид транслиналоола, оксид цислиналоола, пиперитон, сабинен, сабинол, сальвиал4(14)ен1он, спатуленол, терпинен4ол, терпинолен,  трансnмента1,8диен2ол, трициклен,  фитол,  цингиберен , эвгенол,  эпоксид  II гумулена); тритерпеноиды (олеаноловая кислота); фенолкарбоновые кислоты (хлорогеновая, неохлорогеновая,  криптохлорогеновая,  изохлорогеновая  А, кафтаровая, розмариновая, nгидроксибензойная, ванилиновая, сиреневая, феруловая, сал ициловая); фенилпропаноиды ((Е)анетол, тимол, куминовый альдегид, эвгенилбутират,  эвгенилизовалерианат,  эвгенилвалерианат); кумарины (умбеллиферон, скополетин, 6,7дигидроксикумарин);  флавоноиды  (лютеолин,  цинарозид, изокореопсин, диосметин, кверцетагетин3,6,31триметиловый эфир, рутин, кверцетин3гексозид, кверцетин3,4диглюкозид, апигенинглюкозид); халконы (бутеин,  бутеин7ОβDглюкопиранозид,  3,21,41тригидрокси4метоксихалкон, 41OβDглюко пиранозил21,3дигидрокси4метоксихалкон, оканин, оканин41OβDглюкопиранозид,  оканин41O(611OацетилβDглюкопиранозид, изооканин7ОβDглюкопиранозид (флаваномареин), биденозид G , аксилларин);  ауроны  (сульфуретин,  сульфуреин,  маритиме тин, маритимеин, 6,7,31,41тетрагидроксиаурон); катехины ((+)катехин, эпакатехин); производные фурана (периллен); серосодержащие соединения (метилдибензотиофен); алифатические углеводороды, альдегиды (трикозан,  тетракозан,  пентакозан,  гексакозан,  гептакозан, октакозан,  нонакозан,  триаконтан,  гентриаконтан); жирные кислоты (додекановая, тетрадекановая, пентадекановая,  гексадекановая,  октадекановая);  полиацетиленовые соединения (3(R),8(E)8децен4,6диен3,10дигидрокси1OβDглюкопиранозид, 2βDглюкопиранозилокси1гидрокситридека3,5,7,9,11пентаин)","Препараты череды используют при различных диатезах, сопровождающихся уртикарной сыпью, при скрофулезе, нейродермитах и себорейных  поражениях  кожи  головы.   При наружном применении  они подсушивают  раневую  поверхность и способствует более быстрому заживлению пораженных участков кожи"
167,Черёмуха Обыкновенная,"Черемуха обыкновенная – евроазиатский вид с дизъюнктивным ареалом, имеет обширный ареал – почти вся Азиатская Россия, исключая лишь крайний северовосток и Арктику; вне территории России произрастает  в Средней Азии (Джунгарский Алатау, ТяньШань, отроги Общего Сырта, Тургайское плато, Мугоджары, горы Улытау, Казахский мелкосопочник, Тарбагатай, Заилийский хребет и др. ), Скандинавии, Средней и Атлантической Европе, Средиземноморье,  в Афганистане, Гималаях, Северной Монголии, Северном Китае, Японии","Забайкальский край, Камчатский край, Саха (Якутия), Сахалинская область, Северная Осетия-Алания","лесные, черноземы, красные, высокопоясные",False,False,25 т.,июль,сентябрь,"В плодах содержатся флавоноиды (гиперозид, изокверцитрин, кверцетин, кверцитрина,  рутин); фенолкарбоновые  кислоты  (кофейная, хлорогеновая,  кумаровая,  феруловая,  галловая);  катехины ((+) катехин,  () эпикатехин);  таннины  (касталагин,  вескалагин, эллаговая кислота); монотерпены (лимонен, фелландрен, сабинен, γтерпинена, терпинолен); органические  кислоты  (лимонная,  яблочная,  щавелевая, хинная, янтарная, винная); витамин С: аскорбиновая кислота, дегидроаскорбиновая кислота","Препараты черемухи применяют внутрь в качестве вяжущего средства при энтеритах, диспепсиях различной этиологии; при инфекционных  колитах,  дизентенрии  назначают  как вспомогательное  средство.   Фитонцидные  свойства  растения успешно  использовались  при лечен ии экспериментальных трихомонадных кольпитов и грибковых поражений кожи"
168,Черника Обыкновенная,"Черника – бореальный, арктический, циркумполярный вид с обширным голарктическим ареалом.   Распространена  преимущественно  в северных  и умеренных широтах","Белгородская область, Новосибирская область, Омская область, Самарская область, Северная Осетия-Алания, Татарстан, Челябинская область","тундровые, подзолистые, болотные, черноземы, красные, высокопоясные",True,False,5 т.,,,"В листьях содержатся флавоноиды (кверцетин, гиперозид, кемпферол,); фенольные соединения (арбутин, гидрохинон, мертиллин, неомертиллин  (до 2 %)); фенолкарбоновые  кислоты  (хлорогеновая, пирокатехиновая, кофейная, пкумаровая кислоты);  витамин  С (до 250 мг%);  спирты  (цериловый спирт); эфирное масло","Плоды черники применяют как вяжущее средство при острых и хронических нарушениях пищеварения, сопровождающихся поносами, потерей аппетита, уменьшением массы тела, при диспепсиях,  связанных  с усилением  бродильных  и гнилостных  процессов,  а также  при колитах  и энтероколитах.  Плоды  черники  широко  используют  при поносах  неинфекционного происхождения, особенно у детей, как вспомогательное средство наряду с антибиотиками при дизентерии,  при авитаминозах"
169,Чернушка Дамасская,"Родина  чернушки  дамасской  – Средиземноморье (Северная Африка  и Южная  Европа).  Культивируют  ее в Европе,  Малой  Азии  и Индии",,,False,False,5 т.,апрель,апрель,"В семенах  содержат  жирное  масло,  в составе  которого  идентифицированы  (ретинол, токоферол,  ситостерин,  жирные  кислоты  (линолевая,  олеиновая, пальмитиновая, эйкозадиеновая, стеариновая): содержание  эссенциальных  кислот  составляет  24,26 %); эфирное  масло; терпеноиды  (βэлемен, гермакрен  А); алкалоид – дамасценин; флавоноиды (кверцитрин, кверцетин, гиперозид); фенолкарбоновые кислоты ( пкумаровая, феруловая  кислоты);  фенольные  соединения  ((1O(2,4дигидрокси) бензоилглицерол, 3,4дигидроксифенетиловый спирт,  2,4дигидроксифенилуксусная  кислота  и метиловый эфир 4дигидроксифенилуксусной кислоты); фосфолипиды; липазы","В результате  исследований был разработан  препарат  Нигедаза,  который  применялся для возмещения  недостающей  или отсутствующей  липолитической  активности  дуоденального  сока,  обусловленной патологией  органов  пищеварения  (панкреатиты,  холецистопанкреатиты,  хронические  гепатиты,  хронические гастриты,  энтероколиты  и т. п"
170,Чистотел Большой,"Chelidonium  majus  – евроазиатский  вид.  Распространен  во всех районах  европейской  части  РФ, в Сибири (кроме  Арктики)  и на Кавказе","Саха (Якутия), Сахалинская область, Северная Осетия-Алания",черноземы,True,False,4 т.,июнь,сентябрь,"Во всех органах  растения  содержатся  изохинолиновые  алкалоиды  (в траве  0,272,25 %; в корнях – до 4 %)","В медицине  используют надземную  часть  растения  (траву).   Препараты  чистотела  (настой травы)  применяют  наружно  в качестве  противовоспалительного  средства  в дерматологии  при кожных  заболеваниях,  сопровождающихся  зудом  (экзема,  псориаз  и т"
171,Шиповник Майский,"его простирается  от Камчатки  и Сахалина  через  всю Сибирь  до северовостока европейской  части  России.   Содержание  585  аскорбиновой  кислоты  составляет  до 4,29 % абсолютно сухой массы его плодов или 2,35,4 % сухой массы мякоти","Алтай, Камчатский край, Приморский край, Саха (Якутия), Сахалинская область, Северная Осетия-Алания, Хабаровский край","дерновые, лесные, черноземы, аллювиальные, высокопоясные",True,False,240 т.,май,октябрь,"В плодах содержатся витамины (С, Р, В 1, К, Е); каротиноиды (ликопин, люте ин, βкаротин);  флавоноиды  (гиперозид,  рутин,  астрагалин, гликозиды кемпферола); фенолкарбоновые кислоты (галловая, коричная, феруловая,); антоцианы; катехины, дубильные  вещества  (эллаговая  кислота);  органические кислоты (яблочная, лимонная); пектиновые вещества; стерины (βситостерин); жирные кислоты  (пальмитиновая, стеариновая, бегеновая, арахиновая, лигноцериновая, линолевая, линоленовая); аминокислоты (треонин, валин, метионин, лейцин, изолейци н, фенилаланин,  лизин);  углеводы,  основную  долю  которых  составляют  монои дисахариды;  макрои микроэлементы (K, Ca, Mg, Na, P, Fe, Si, Mn, Cu, Zn, Co,  Al)","Из плодов шиповника майского изготовляют экстракты, сиропы, пилюли, таблетки, конфеты, драже и другие медицинские препараты.   Они входят  также  в состав  противоастматической микстуры Траскова, витаминных и поливитаминных сборов,  чаще  всего  их применяют  в виде  настоя  для домашнего  лечения"
172,Шлемник Байкальский,"Шлемник байкальский имеет монголодаурскоманьчжурский  тип ареала.   В РФ встречается  в Восточном  Забайкалье  (Забайкальский  край),  Среднем Приамурье  (Амурская  обл","Амурская область, Еврейская автономная область, Забайкальский край, Приморский край, Саха (Якутия), Северная Осетия-Алания, Хабаровский край","подзолистые, черноземы, высокопоясные",False,False,3 т.,сентябрь,сентябрь,"В подземной  части  (корнях) содержатся флавоноиды (байкалин (до 90 % от общего содержания  флавоноидов),  скутеллареин,  скутелларин, вогонин, ороксилин, дигидроороксилин А, дигидровогонин, дигидробайкал еин, кверцетин, рутин, висцидулин; фенолкарбоновые кислоты ( пгидроксибензойная, феруловая); крахмал (до 17 %); дубильные вещества (до 15 %); моносахариды (8,5 %); стеролы; дитерпены; эфирное  масло;  алкалоиды;  смолы  (25 %), макрои микроэлементы (Al,  Cr, Fe, Co, Ga, Sc,  Yb, Ba, Cu, Cr, Cu, Mn и Mo)","Применяют как гипотензивное  средство  для лечения  различных  форм  гипертонии и как седативное, т. е"
173,Щавель Конский,R.  confertus — евроазиатский вид,"Забайкальский край, Калмыкия, Кемеровская область, Кировская область, Приморский край, Санкт-Петербург, Северная Осетия-Алания, Ставропольский край, Ярославская область","лесные, луговые, полупустынные, засоленные, высокопоясные",False,False,3 т.,,,"В подземной части (корнях) содержатся  до 4 % производных  антрахинона в свободном состоянии (хризофановая кислота, эмодин и хризофанол) и в виде гликозидов (хризофанеин, глюкофрангулаэ модин, реохризин, глюкоалоээмодин  и глюкореин); дубильные вещества пирокатехиновой группы (до 16,9 %); флавоноиды (флавонолы (кверцетин и его гликозиды – гиперозид, рутин, флавоновый биозид кверцетина – румарин), лейкоантоцианидины (лейкоантоцианидин, л ейкодельфинидин, лейкопеларгонидин); органические кислоты (щавелевая, кофейная, хлорогеновая); органические кислоты (молочная, лимонная); витамины К; каротиноиды; железо (в виде органических соединений); оксикумарины; иридоиды; стероиды;  смолы  (до 1,5 %); углеводы  (сахароза);  следы эфирного масла","Препараты  конского  щавеля применяют  для лечения  колитов,  энтероколитов и гемоколитов.  Корни щавеля конского применяются при заболеваниях  печени,  при дизентерии,  лёгочных и маточных кровотечениях, для облегчения стула, при геморрое и трещинах заднего прохода, наружно при ожогах,  ранах,  стоматитах,  гингивитах,  различных  кожных заболеваниях"
